setup_id,month,room_name,device_name,watts,hours,quantity,monthly_kwh,monthly_bill,cost_per_kwh,daily_wh,usage_level,season,is_heavy_appliance
14,March,DINING ROOM,LIGHT,15.0,6.8,3.0,9.18,73.44,8.0,306.0,Low,,False
863,September,Bathroom,Light,13.0,9.3,3.0.0,10.88,87.05,8.0,,low,,False
689,Feb,bedroom,TV,76.0,4.7,3.0,32.15,257.18,8.0,1071.6,medium,Winter,False
7,Mar,kitchen,Washing_Machine,-,1.7,3.0,64.11,512.86,8.0,,Medium,Spring,True
825,MAR,Kitchen,MICROWAVE,608.0,0.2,1.0,3.65,29.18,7.99,121.6,low,,True
948,Feb,Living Room,fan,63.0,12.7,3.0,72.01,576.07,8.0,2400.3,medium,Winter,False
393,AUG,Living Room,,14.0,9.3,2.0,7.81,62.5,8.0,260.4,low,,
432,Oct,living room,Fan,80.0,9.6,1.0,23.04,184.32,8.0,768.0,Med,Autumn,False
601,Feb,Living_Room,computer,114.0,6.8,1.0,23.26,186.05,8.0,775.2,medium,Winter,False
310,May,Bedroom,LIGHT,31.0,3.9,2.0,7.25,58.03,8.0,241.8,Low,Spring,False
670,jan,Living_Room,AC,1159.0,9.6,1.0.0,333.79,2670.34,8.0,,high,,True
999,Feb,Bathroom,light,40.0,3.6,2.0,8.64,69.12,8.0,288.0,Low,Winter,False
453,June, Bedroom  ,Fan,72.0,14.1,2.0,60.91,487.3,8.0,2030.4,Medium,,False
822,December, Dining Room  ,Light,2900.0,8.2,1.0,7.13,57.07,8.0,23780.0,Low,,False
86,Jun,Drawing_Room,fan,79.0,9.3,2.0,,352.66,,1469.4,,Summer,False
262,May, Kitchen  ,washing machine,492.0,1.1,1.0,16.24,129.89,8.0,541.2,Low,Spring,True
712,Oct,bedroom,Light,10.0,8.9,3.0,8.01,64.08,8.0,267.0,low,Autumn,False
709,JAN,Kitchen,light,26.0,,3.0,21.53,172.22,8.0,,Medium,,False
241,July,Bathroom,Washing Machine,490.0,1.0,3.0,44.1,352.8,8.0,1470.0,medium,,True
716,Feb,na,Light,24.0,,1.0.0,4.25,33.98,8.0,,Low,Winter,False
681,apr, Living Room  ,AC,1926.0,7.2,1.0.0,416.02,3328.13,8.0,,HIGH,,True
73,Sep, Bedroom  ,FAN,88.0,7.0,1.0,?,147.84,,616.0,,Autumn,False
 726 ,Oct,Bathroom, Washing Machine  ,634.0,170.0,2.0,64.67,517.34,8.0,215560.0,Medium,Autumn,True
752,Dec,Kitchen,Washing Machine,518.0,1.4,2.0,43.51,348.1,8.0,1450.4,medium,Winter,True
896,Aug,Drawing Room, TV  ,120.0,2.4,3.0,25.92,207.36,8.0,864.0,Med,Summer,False
126,Oct,BEDROOM,Fan,,9.1,3.0,70.43,563.47,8.0,,medium,Autumn,False
975,Sep,Living Room,COMPUTER,174.0,7.2,1.0,37.58,300.67,8.0,1252.8,Medium,Autumn,False
994,Apr,Dining Room,Fan,56.0,16.5,2.0,,443.52,,1848.0,,Spring,False
168,Dec,bathroom, Heater  ,1355.0,1.5,3.0,182.93,1463.4,8.0,6097.5,high,Winter,False
763,Jun,Dining_Room,FAN,84.0,6.9,2.0,0.03478,278.21,7999.14,1159.2,low,Summer,False
754,jul, Drawing Room  ,Light,30.0,9.0,3.0,24.3,194.4,8.0,810.0,medium,,False
642,August,,Computer,263.0,,2.0,-,845.81,,,,,False
618,JAN,LIVING ROOM,Computer,346.0,,1.0.0,36.33,290.64,8.0,,Med,,False
174,December,Kitchen, Washing Machine  ,578.0,0.8,1.0,13.87,110.98,8.0,462.4,low,,True
344,Jan,Living Room,fan,76.0,9.2,3.0.0,62.93,503.42,8.0,,medium,Winter,False
240,Jun,bathroom,Washing Machine,722.0,1.1,2.0,0.04765,381.22,8000.42,1588.4,Low,Summer,True
357,July,bedroom,Computer,170.0,7.3,3.0,111.69,893.52,8.0,3723.0,High,,False
52,Apr,Living_Room,fan,53.0,16.7,,53.11,424.85,8.0,,Med,Spring,False
225,Nov,KITCHEN,Washing Machine,522.0,0.8,2.0,25.06,200.45,8.0,835.2,medium,Autumn,True
975,Jun, Kitchen  ,MICROWAVE,691.0,0.2,1.0,4.15,33.17,7.99,138.2,low,Summer,True
664,Aug, Living Room  ,AC,926.0,6.0,2.0,333.36,2666.88,8.0,11112.0,high,Summer,True
365,Jul,Kitchen,microwave,806.0,0.2,3.0,14.51,116.06,8.0,483.6,low,Summer,True
268,December,Kitchen,microwave,987.0,0.3,2.0,17.77,142.13,8.0,592.2,low,,True
113,Jan, Bedroom  ,TV,157.0,3.8,2.0,35.8,286.37,8.0,1193.2,Med,Winter,False
362,Jul,BATHROOM, Light  ,40.0,8.9,3.0,32.04,256.32,8.0,1068.0,Med,Summer,False
166,Sep,DINING ROOM,Light,37.0,3.8,3.0,12.65,101.23,8.0,421.8,Low,Autumn,False
34,Feb,KITCHEN,FRIDGE,221.0,,2.0.0,249.29,1994300.0,7999.92,,HIGH,Winter,True
958,Jan,Dining Room,Light,37.0,9.0,3.0,29.97,239.76,8.0,999.0,medium,Winter,False
31,JUN,Drawing_Room,TV,117.0,5.1,1.0,17.9,143.21,8.0,596.7,low,,False
90,JAN, Drawing Room  ,Computer,165.0,7.6,3.0.0,112.86,902.88,8.0,,high,,False
722,Oct,Bedroom, Computer  ,196.0,4.8,2.0,56.45,451.58,8.0,1881.6,Medium,Autumn,False
590,May,KITCHEN,Microwave,643.0,0.2,2.0.0,7.72,61.73,8.0,,low,Spring,True
240,Jun,Drawing_Room,AC,1254.0,5.8,1.0,218.2,1745.57,8.0,7273.2,high,Summer,True
588,Dec,Living_Room,AC,1602.0,6.6,2.0,634.39,,,21146.4,high,Winter,True
982,July,Bathroom,Light,21.0,3.8,1.0,2.39,19.15,8.01,79.8,Low,,False
614,Aug,BEDROOM,AC,1103.0,8.5,1.0,281.26,2250.12,8.0,9375.5,HIGH,Summer,True
438,mar,living room, Fan  ,72.0,7.6,2.0,32.83,262.66,8.0,1094.4,medium,,False
222,May,Bedroom,light,16.0,4.2,3.0,6.05,48.38,8.0,201.6,low,Spring,False
475,July,Kitchen,light,-24.0,5.7,1.0,4.1,32.83,8.01,-136.8,Low,,False
504,Nov,LIVING ROOM, Light  ,36.0,4.5,2.0,?,77.76,,324.0,,Autumn,False
915,aug, Drawing Room  ,Fan,70.0,15.9,3.0,100.17,801.36,8.0,3339.0,High,,False
165,Sep,DRAWING ROOM,Fan,84.0,8.0,1.0,20.16,161.28,8.0,672.0,Med,Autumn,False
670,Sep,, Light  ,12.0,5.7,1.0,2.05,16.42,8.01,68.4,Low,Autumn,False
431,jun, Living Room  , Computer  ,397.0,6.0,3.0,214.38,1715.04,8.0,7146.0,high,,False
806,,Bedroom, TV  ,80.0,3.8,1.0.0,9.12,,,,Low,,False
629,NOV,Living Room, AC  ,1324.0,5.9,2.0,468.7,3749.57,8.0,15623.2,high,,True
710,DEC,Living Room, Light  ,18.0,5.3,3.0,8.59,68.69,8.0,286.2,low,,False
743,Dec,Kitchen,fan,60.0,17.3,2.0,62.28,498.24,8.0,2076.0,Medium,Winter,False
884,Jan,Living_Room,Fan,84.0,14.2,,107.35,858.82,8.0,,High,Winter,False
808,Dec,Kitchen,n/a,775.0,0.9,3.0,62.77,502.2,8.0,2092.5,Medium,Winter,False
895,Sep,BEDROOM,TV,131.0,2.4,1.0,9.43,,,314.4,Low,Autumn,False
147,Mar,living room,TV,200.0,3.3,1.0,19.8,158.4,8.0,660.0,low,Spring,False
162,April, Drawing Room  ,computer,313.0,,3.0,,,,,,,False
847,Sep,BEDROOM,ac,1166.0,4.4,3.0,461.74,3693.89,8.0,15391.2,high,Autumn,True
130,Jan,living room,light,35.0,880.0000000000001,1.0,9.24,73.92,8.0,30800.0,low,Winter,False
727,oct,kitchen,Light,16.0,540.0,1.0,2.59,20.74,8.01,8640.0,Low,,False
265,Jun, Kitchen  ,Fridge,214.0,18.2,1.0,116.84,934.75,8.0,3894.8,HIGH,Summer,True
411,,Living Room,fan,58.0,15.9,2.0,55.33,442.66,8.0,1844.4,medium,,False
427,Mar,Kitchen,Fridge,225.0,23.9,3.0,483.98,3871.8,8.0,16132.5,High,Spring,True
558,Oct, Bedroom  ,heater,946.0,1.3,2.0,73.79,590.3,8.0,2459.6,medium,Autumn,False
242,nov,KITCHEN, Microwave  ,1013.0,0.2,3.0,18.23,145.87,8.0,607.8,Low,,True
152,aug,Bathroom, Heater  ,1427.0,1.3,2.0,111.31,890.45,8.0,3710.2,HIGH,,False
250,Nov,Bedroom,AC,,3.3,3.0,493.32,3946.54,8.0,,HIGH,Autumn,True
886,Jun,LIVING ROOM,Light,35.0,6.4,3.0,20.16,161.28,8.0,672.0,Med,Summer,False
236,August,Bathroom,Heater,84600.0,3.0,1.0,76.14,609.12,8.0,253800.0,Med,,False
52,Mar,Living Room, Light  ,11.0,7.6,1.0.0,2.51,20.06,7.99,,low,Spring,False
497,Sep,dining room,FAN,57.0,13.7,1.0,0.02343,187.42,7999.15,780.9,Low,Autumn,False
314,Aug,Living Room,tv,176.0,4.8,1.0,25.34,202.75,8.0,844.8,medium,Summer,False
963,Jun,Drawing Room, TV  ,61.0,,1.0,9.15,73.2,8.0,,Low,Summer,False
273,March,Bathroom,washing machine,583.0,1.4,3.0,73.46,587.66,8.0,2448.6,medium,,True
722,Mar,Kitchen,washing machine,554.0,0.9,2.0,29.92,239.33,8.0,997.2,Medium,Spring,True
449,Jun,Living Room,COMPUTER,191.0,7.5,1.0,42.98,343.8,8.0,1432.5,Medium,Summer,False
728,Feb,Drawing Room, Fan  ,68.0,10.7,2.0,43.66,349.25,8.0,1455.2,medium,Winter,False
733,Mar,Bedroom,Computer,199.0,3.8,2.0,45.37,362.98,8.0,1512.4,Medium,Spring,False
413,Jan,Kitchen, Microwave  ,1001.0,0.4,2.0,24.02,192.19,8.0,800.8,medium,Winter,True
405,September,DRAWING ROOM, Light  ,29.0,4.0,2.0.0,6.96,55.68,8.0,,Low,,False
656,Jul,Living Room,Fan,58.0,10.3,1.0.0,17.92,143.38,8.0,,low,Summer,False
826,DEC,BEDROOM,light,40.0,3.1,1.0,3.72,29.76,8.0,124.0,Low,,False
660,Mar,Drawing Room,COMPUTER,219.0,5.0,1.0,32.85,262.8,8.0,1095.0,Medium,Spring,False
224,Jul,Bedroom,Heater,-1438.0,-3.9,100.0,336.49,2691.94,8.0,560820.0,high,Summer,False
610,Aug, Living Room  ,ac,1946.0,3.6,2.0,420.34,3362.69,8.0,14011.2,HIGH,Summer,True
336,May,Bedroom,TV,159.0,2.5,3.0,35.77,286.2,8.0,1192.5,Med,Spring,False
600,Jul, Dining Room  ,مجهول,24.0,9.1,2.0,13.1,104.83,8.0,436.8,Low,Summer,False
222,Dec,Living_Room,AC,1986.0,9.6,3.0,1715.9,13727.23,8.0,57196.8,HIGH,Winter,True
519,March,bedroom,Computer,358.0,9.7,1.0.0,104.18,833.42,8.0,,HIGH,,False
600,Oct,Bathroom,Fan,83.0,10.8,3.0,80.68,645.41,8.0,2689.2,medium,Autumn,False
893,Jan,,computer,203.0,10.0,2.0,121.8,974.4,8.0,4060.0,HIGH,Winter,False
862,January,Drawing Room,computer,372.0,5.9,2.0.0,131.69,1053.5,8.0,,high,,False
841,Aug,Living_Room,Computer,236.0,3.7,3.0,78.59,628700.0,7999.75,2619.6,medium,Summer,False
339,May,dining room,Light,25.0,7.8,3.0,17.55,140.4,8.0,585.0,low,Spring,False
879,May,Drawing_Room,TV,120.0,5.9,2.0,42.48,339.84,8.0,1416.0,Medium,Spring,False
642,September,KITCHEN, Light  ,32.0,4.9,3.0,14.11,112.9,8.0,470.4,low,,False
270,SEP,Drawing Room,Fan,51.0,12.6,1.0,19.28,154.22,8.0,642.6,low,,False
33,,Drawing_Room,Fan,83.0,9.9,3.0.0,73.95,591.62,8.0,,medium,,False
353,Aug,Kitchen,Light,28.0,9.0,3.0,22.68,181.44,8.0,756.0,Medium,Summer,False
986,feb, Kitchen  ,MICROWAVE,838.0,,2.0,20.11,160.9,8.0,,Medium,,True
537,Feb,BEDROOM,AC,1768.0,6.0,3.0,954.72,7637.76,8.0,31824.0,HIGH,Winter,True
888,Jan,Kitchen,,278.0,18.8,1.0,156.79,1254.34,8.0,5226.4,high,Winter,
221,,DRAWING ROOM,light,28.0,6.1,1.0,5.12,40.99,8.01,170.8,Low,,False
294,Jul,dining room, Light  ,20.0,4.0,2.0.0,,38.4,,,,Summer,False
689,sep,Bedroom,AC,1216.0,unknown,3.0,601.92,4815.36,8.0,,HIGH,,True
400,Jul,Dining Room,LIGHT,25.0,5.1,1.0,3.82,30.6,8.01,127.5,Low,Summer,False
619,Apr,Dining_Room,Light,-29.0,3.9,3.0,10.18,81.43,8.0,-339.3,low,Spring,False
18,Jun,,Light,25.0,6.7,1.0,5.03,40.2,7.99,167.5,low,Summer,False
137,Dec, Living Room  ,AC,1983.0,5.4,1.0,321.25,2569.97,8.0,10708.2,HIGH,Winter,True
78,Mar,bedroom,AC,1464.0,7.3,2.0.0,641.23,,,,high,Spring,True
967,May,Kitchen,Light,-27.0,3.9,3.0,9.48,75.82,8.0,-315.9,low,Spring,False
162,Mar,Drawing Room, Light  ,16.0,5.1,3.0,7.34,58.75,8.0,244.8,low,Spring,False
829,Mar,DINING ROOM,,87.0,6.3,2.0,32.89,263.09,8.0,1096.2,medium,Spring,
484,Jul,Dining Room,Fan,59.0,,150.0,58.41,467.28,8.0,,Med,Summer,False
868,,Bedroom,TV,135.0,,2.0,25.92,207.36,8.0,,Medium,,False
519,Apr,Bedroom,Fan,55.0,15.9,2.0,,419760.0,,1749.0,,Spring,False
132,nov,Bathroom,Light,34.0,4.2,2.0,8.57,68.54,8.0,285.6,low,,False
599,Apr,BEDROOM,AC,1048.0,6.3,2.0,396.14,3169.15,8.0,13204.8,high,Spring,True
311,jan,Living Room,Light,36.0,3.5,2.0,7.56,60.48,8.0,252.0,low,,False
642,Apr,Kitchen, Fan  ,62.0,8.4,3.0,46.87,374.98,8.0,1562.4,medium,Spring,False
461,Jan,Bedroom,TV,74.0,-5.9,3.0,39.29,314.35,8.0,-1309.8,Med,Winter,False
572,,Dining Room,Fan,53.0,17.5,1.0,27.82,222.6,8.0,927.5,Medium,,False
614,Oct,Bedroom,TV,140.0,5.5,2.0,46.2,369.6,8.0,1540.0,Medium,Autumn,False
616,March, Dining Room  ,Fan,57.0,15.7,3.0,80.54,644.33,8.0,2684.7,Medium,,False
807,March,Dining_Room,Fan,74.0,9.7,3.0,64.6,516.82,8.0,2153.4,Medium,,False
42,Sep,Dining_Room, Fan  ,57.0,9.2,3.0,,377.57,,1573.2,,Autumn,False
860,May,Kitchen,Fridge,134.0,22.5,2.0,180.9,1447.2,8.0,6030.0,HIGH,Spring,True
261,November, Kitchen  ,Washing Machine,651.0,0.8,2.0,31.25,249.98,8.0,1041.6,Med,,True
616,Apr,Drawing Room,light,22.0,9.8,1.0,,51.74,,215.6,,Spring,False
105,May,DINING ROOM, Fan  ,86.0,14.8,3.0,114.55,916.42,8.0,3818.4,High,Spring,False
503,Oct,DINING ROOM,Fan,80.0,14.6,3.0,105.12,840.96,8.0,3504.0,high,Autumn,False
865,Mar,LIVING ROOM,Fan,89.0,15.4,1.0,41.12,328.94,8.0,1370.6,Med,Spring,False
869,Mar,Living_Room,TV,79.0,300.0,2.0,14.22,113.76,8.0,47400.0,low,Spring,False
251,Dec,,Light,30.0,9.8,3.0,26.46,,,882.0,medium,Winter,False
310,Sep,Bedroom,LIGHT,21.0,8.8,3.0,16.63,133.06,8.0,554.4,low,Autumn,False
666,Nov,Dining Room,Fan,87.0,8.8,3.0,68.9,551.23,8.0,2296.8,Medium,Autumn,False
36,Aug,Bedroom,Heater,879.0,3.6,1.0,94.93,759.46,8.0,3164.4,Medium,Summer,False
469,October,dining room,,37.0,3.2,3.0,10.66,85.25,8.0,355.2,Low,,
482,Apr,drawing room,computer,105.0,4.7,2.0,29.61,236.88,8.0,987.0,Med,Spring,False
979,FEB,Kitchen,washing machine,600.0,1.2,3.0,64.8,518.4,8.0,2160.0,Med,,True
262,January,Living Room, Computer  ,137.0,8.5,1.0,34.94,279.48,8.0,1164.5,medium,,False
747,Nov,bedroom,,867.0,1.1,1.0,28.61,228.89,8.0,953.7,Med,Autumn,
893,mar,Bedroom,COMPUTER,200.0,2.5,1.0,15.0,120.0,8.0,500.0,low,,False
207,Jun, Living Room  ,COMPUTER,247.0,6.8,2.0,100.78,806.21,8.0,3359.2,HIGH,Summer,False
2,Oct,Bathroom,FAN,66.0,12.9,3.0,76.63,613.01,8.0,2554.2,Med,Autumn,False
579,September,Dining Room, Light  ,38.0,4.3,3.0,14.71,117.65,8.0,490.2,Low,,False
478,Jul, Kitchen  ,LIGHT,15.0,5.6,2.0,5.04,40.32,8.0,168.0,low,Summer,False
936,Aug,Dining Room, Fan  ,88.0,16.8,1.0,44.35,354.82,8.0,1478.4,medium,Summer,False
714,Oct, Kitchen  ,Light,11.0,7.0,2.0,4.62,36.96,8.0,154.0,Low,Autumn,False
28,April, Living Room  ,Light,29.0,9.4,1.0,8.18,65.42,8.0,272.6,low,,False
745,May,bedroom,Light,3500.0,6.1,,19.21,153.72,8.0,,Low,Spring,False
351,Aug,bedroom,Computer,317.0,7.3,3.0.0,208.27,1666150.0,7999.95,,High,Summer,False
907,apr, Dining Room  ,fan,90.0,9.1,1.0,24.57,196.56,8.0,819.0,Med,,False
424,nov, Bedroom  ,,1071.0,7.7,3.0,742.2,5937.62,8.0,24740.1,HIGH,,
348,Mar,Bathroom,,40000.0,1.8,3.0,64.8,518.4,8.0,216000.0,Medium,Spring,
141,Feb, Bedroom  ,Light,16.0,,3.0,6.77,54.14,8.0,,Low,Winter,False
250,Nov,KITCHEN,LIGHT,15.0,3.4,3.0.0,4.59,36.72,8.0,,low,Autumn,False
44,, Bathroom  ,Fan,63.0,17.0,1.0,32.13,257.04,8.0,1071.0,Medium,,False
31,Oct, Kitchen  ,fridge,142.0,20.4,3.0,260.71,2085699.9999999998,8000.08,8690.4,High,Autumn,True
446,Feb,Drawing Room,computer,224.0,6.9,,46.37,370.94,8.0,,Med,Winter,False
989,Sep,Bathroom,HEATER,1224.0,3.5,1.0,128.52,1028.16,8.0,4284.0,high,Autumn,False
119,June, Drawing Room  ,Computer,398.0,2.3,2.0,54.92,439.39,8.0,1830.8,medium,,False
786,Aug,kitchen,Light,21.0,5.9,2.0,7.43,59.47,8.0,247.8,low,Summer,False
668,Jan,Drawing Room, Computer  ,233.0,6.2,3.0.0,130.01,1040.11,8.0,,HIGH,Winter,False
715,Feb,Bedroom,Light,10.0,7.3,3.0,6.57,52.56,8.0,219.0,Low,Winter,False
822,,Bedroom, Fan  ,86.0,6.4,3.0,49.54,396.29,8.0,1651.2,Medium,,False
943,January,,Microwave,657.0,0.4,1.0,7.88,63.07,8.0,262.8,low,,True
994,mar, Dining Room  ,light,17.0,-9.7,1.0,4.95,39.58,8.0,-164.9,low,,False
224,Jan,Bedroom,AC,902.0,5.6,3.0,454.61,,,15153.6,High,Winter,True
469,mar,Kitchen,Microwave,613.0,0.4,3.0,22.07,,,735.6,Med,,True
100,Mar,drawing room,Fan,59.0,9.0,1.0,15.93,127.44,8.0,531.0,low,Spring,False
541,Sep,BEDROOM,heater,1186.0,3.2,1.0,113.86,910.85,8.0,3795.2,high,Autumn,False
319,Oct,kitchen,FRIDGE,281.0,22.9,3.0,579.14,4633.13,8.0,19304.7,high,Autumn,True
93,November,living room, AC  ,1042.0,,3.0,881.53,7052.26,8.0,,high,,True
104,, Dining Room  ,Light,26.0,4.7,3.0,11.0,87.98,8.0,366.6,Low,,False
54,Oct,drawing room,AC,1526.0,6.8,2.0,622.61,4980.86,8.0,20753.6,High,Autumn,True
386,January,,COMPUTER,223.0,8.3,1.0,55.53,444.22,8.0,1850.9,Medium,,False
776,aug,Dining Room,Light,21.0,5.2,2.0,6.55,52.42,8.0,218.4,Low,,False
952,May,Dining Room,fan,52.0,13.6,2.0,42.43,339.46,8.0,1414.4,medium,Spring,False
125,Aug,bedroom,heater,1415.0,1.3,1.0,55.19,441.48,8.0,1839.5,Medium,Summer,False
863,Oct,DRAWING ROOM,AC,1512.0,2.6,2.0,235.87,1886.98,8.0,7862.4,high,Autumn,True
222,MAY,Kitchen,,11.0,9.2,3.0,9.11,72.86,8.0,303.6,Low,,
950,Sep,Living Room,tv,67.0,2.4,1.0,4.82,38.59,8.01,160.8,low,Autumn,False
253,September,Living Room,TV,,4.8,3.0,79.92,639.36,8.0,,Med,,False
894,June,Living Room,Light,23.0,8.3,3.0,17.18,137.45,8.0,572.7,low,,False
17,Jan,DRAWING ROOM,,81.0,3.6,3.0,26.24,209.95,8.0,874.8,Medium,Winter,
407,JUL,Living Room,light,10.0,4.1,,2.46,19.68,8.0,,low,,False
716,sep,bedroom,AC,1034.0,3.1,1.0,96.16,769.3,8.0,3205.4,Med,,True
773,Feb,KITCHEN,WASHING MACHINE,488.0,1.4,3.0.0,61.49,491.9,8.0,,medium,Winter,True
52,June,n/a,Fan,80.0,6.5,2.0,31.2,249.6,8.0,1040.0,medium,,False
497,Jul,Drawing Room,Fan,90.0,7.0,2.0,37.8,302.4,8.0,1260.0,Med,Summer,False
889,Apr,Dining Room,Fan,51.0,17.0,1.0,26.01,208.08,8.0,867.0,Medium,Spring,False
489,JAN,Kitchen,Light,32.0,4.8,3.0,13.82,110.59,8.0,460.8,low,,False
 394 ,Apr, Bedroom  ,Heater,1124.0,1.0,2.0,67.44,539.52,8.0,2248.0,Med,Spring,False
537,dec, Drawing Room  ,Computer,397.0,2.7,1.0,32.16,257.26,8.0,1071.9,Med,,False
559,Dec,Drawing Room,TV,18400.0,2.6,1.0,14.35,114.82,8.0,47840.0,Low,Winter,False
930,Jul,BEDROOM,AC,1122.0,7.1,1.0,238.99,1911.89,8.0,7966.2,high,Summer,True
442,Jan,Drawing Room, Light  ,36.0,7.6,1.0,8.21,65.66,8.0,273.6,Low,Winter,False
471,Mar,Bedroom,Fan,52.0,12.2,3.0,57.1,456.77,8.0,1903.2,medium,Spring,False
638,JUL,Dining Room, Light  ,23.0,640.0,3.0,13.25,105.98,8.0,44160.0,Low,,False
654,Jan,Bathroom, Light  ,40.0,5.6,1.0,6.72,53.76,8.0,224.0,Low,Winter,False
579,APR,drawing room,Fan,55.0,16.9,2.0,55.77,446.16,8.0,1859.0,medium,,False
856,Dec,Bathroom, Light  ,11.0,7.4,1.0,2.44,19.54,8.01,81.4,low,Winter,False
310,JUL,Bedroom,Computer,204.0,4.7,1.0.0,28.76,230.11,8.0,,Medium,,False
301,December,Dining Room,light,35.0,8.6,2.0.0,18.06,144.48,8.0,,Low,,False
448,July,Drawing_Room, Computer  ,354.0,6.6,3.0,210.28,1682.21,8.0,7009.2,HIGH,,False
346,Apr,Bedroom,TV,153.0,3.0,3.0.0,41.31,330.48,8.0,,Medium,Spring,False
831,jun,Kitchen, Light  ,32.0,7.7,2.0,14.78,118.27,8.0,492.8,low,,False
949,apr,, Light  ,34.0,4.8,1.0,4.9,39.17,7.99,163.2,Low,,False
461,aug,Kitchen,Light,16.0,3.1,3.0,4.46,35.71,8.01,148.8,low,,False
719,Jul,Kitchen,Fridge,122.0,20.6,3.0,226.19,1809.5,8.0,7539.6,high,Summer,True
314,Apr,living room,Computer,371.0,7.6,1.0,84.59,676.7,8.0,2819.6,Med,Spring,False
805,sep,Dining_Room,Fan,57.0,7.8,2.0,26.68,213.41,8.0,889.2,Med,,False
652,December,kitchen, Fridge  ,,23.5,2.0,212.91,1703.28,8.0,,high,,True
149,Jul,,Fan,76.0,10.9,3.0,74.56,596.45,8.0,2485.2,Med,Summer,False
581,oct,Living Room,Fan,75.0,8.0,1.0,18.0,144.0,8.0,600.0,Low,,False
533,April, Drawing Room  ,AC,1224.0,4.4,2.0,323.14,2585.09,8.0,10771.2,High,,True
465,Jun,Dining Room,Fan,63.0,11.0,3.0,62.37,498.96,8.0,2079.0,Medium,Summer,False
377,Apr, Drawing Room  ,ac,1007.0,5.6,2.0,338.35,2706.82,8.0,11278.4,high,Spring,True
202,feb, Bedroom  ,,291.0,4.4,3.0,115.24,921.89,8.0,3841.2,High,,
885,Jan,Living Room,Fan,85.0,14.2,2.0,72.42,579.36,8.0,2414.0,medium,Winter,False
763,Jun, Living Room  ,FAN,88.0,16.0,2.0,84.48,675.84,8.0,2816.0,Medium,Summer,False
463,sep,Bathroom,Light,30.0,9.8,3.0,26.46,211.68,8.0,882.0,Medium,,False
706,Apr,Drawing_Room,light,30.0,5.5,2.0,9.9,79.2,8.0,330.0,Low,Spring,False
670,Aug,BEDROOM,FAN,57.0,14.8,3.0,75.92,607.39,8.0,2530.8,Med,Summer,False
56,Mar,DRAWING ROOM,Computer,206.0,3.7,1.0,22.87,182.93,8.0,762.2,medium,Spring,False
142,October,LIVING ROOM,TV,141.0,-2.9,3.0,,294.41,,-1226.7,,,False
588,AUG,Drawing Room,Light,-34.0,5.5,3.0.0,16.83,134.64,8.0,,low,,False
491,aug,Bathroom,FAN,76.0,12.4,2.0.0,56.54,452.35,8.0,,Med,,False
129,dec, Bathroom  ,Heater,1239.0,1.3,1.0,48.32,386.57,8.0,1610.7,medium,,False
357,Aug,Living Room,AC,961.0,9.7,3.0,838.95,6711.62,8.0,27965.1,High,Summer,True
441,jan,kitchen,Microwave,698.0,30.0,3.0,18.85,150.77,8.0,62820.0,Low,,True
443,Oct,n/a,مش عارف,85.0,10.0,1.0,25.5,204.0,8.0,850.0,Med,Autumn,False
458,Nov,Bedroom,computer,127.0,6.6,2.0,50.29,402.34,8.0,1676.4,Med,Autumn,False
818,mar,Kitchen,Light,32.0,8.5,1.0,8.16,65.28,8.0,272.0,low,,False
807,Jun,dining room,Fan,86.0,9.3,1.0,23.99,191.95,8.0,799.8,medium,Summer,False
426,May,Dining Room,light,13.0,3.9,2.0,3.04,24.34,8.01,101.4,low,Spring,False
422,March,KITCHEN, Light  ,21.0,9.6,1.0,6.05,48.38,8.0,201.6,Low,,False
59,August,Bedroom,computer,399.0,7.9,1.0,94.56,756.5,8.0,3152.1,Med,,False
995,September, Living Room  ,TV,194.0,2.4,1.0.0,13.97,111.74,8.0,,Low,,False
858,Jun,bedroom,LIGHT,31.0,7.3,1.0,6.79,,,226.3,low,Summer,False
422,April,Drawing Room,Fan,74.0,14.6,2.0,64.82,518.59,8.0,2160.8,Medium,,False
323,Mar,drawing room,FAN,68.0,7.8,2.0,31.82,254.59,8.0,1060.8,Med,Spring,False
561,Nov,Kitchen,Washing Machine,560.0,0.6,3.0,30.24,241.92,8.0,1008.0,medium,Autumn,True
331,Feb,Kitchen,Fridge,202.0,23.4,,141.8,1134.43,8.0,,High,Winter,True
296,AUG,bedroom, Computer  ,295.0,4.2,2.0,74.34,594.72,8.0,2478.0,medium,,False
164,May,Bedroom, Heater  ,1456.0,-,2.0,122.3,978.43,8.0,,HIGH,Spring,False
974,Aug,LIVING ROOM,Computer,314.0,8.6,2.0,162.02,1296.19,8.0,5400.8,high,Summer,False
134,Jun,kitchen,MICROWAVE,874.0,0.2,1.0,5.24,41.95,8.01,174.8,low,Summer,True
531,jun,Drawing Room,Light,40.0,8.9,2.0,21.36,170.88,8.0,712.0,Medium,,False
735,Aug, Bedroom  ,Light,40.0,3.2,3.0,11.52,92.16,8.0,384.0,Low,Summer,False
615,Jun,dining room,Fan,73.0,16.1,2.0,70.52,564.14,8.0,2350.6,Med,Summer,False
713,Jan,Bathroom,Washing Machine,,1.1,3.0,47.72,381.74,8.0,,medium,Winter,True
194,Nov,Bedroom,Fan,70.0,11.7,1.0,24.57,196.56,8.0,819.0,medium,Autumn,False
942,Jul,living room, AC  ,1336.0,2.3,2.0,184.37,1474.94,8.0,6145.6,High,Summer,True
